id,name,description,price,stock,category,image
365,Candle Set Scented 6pcs,"Scented soy candles, 6-pack, 150g each, lavender/vanilla/rose",12000.00,30,Furniture & Decor,products/p365.jpg
366,Doormat Non-Slip,"Non-slip doormat, 60x40cm, rubber backing, easy clean, multi-design",5500.00,50,Furniture & Decor,products/p366.jpg
367,Car Phone Holder Dashboard,"Universal dashboard phone holder, 360° rotation, for 4-7in phones",8500.00,40,Car Accessories,products/p367.jpg
368,Car Dash Camera 1080p,"Full HD 1080p dash cam, night vision, loop recording, G-sensor",45000.00,20,Car Accessories,products/p368.jpg
369,Car Seat Cover Set,"Universal seat covers, 9-piece set, waterproof, black/grey/beige",28000.00,25,Car Accessories,products/p369.jpg
370,Car Air Freshener,"Long-lasting car air freshener, 60-day, multiple scents, vent clip",3500.00,80,Car Accessories,products/p370.jpg
371,Car Jump Starter 12000mAh,"Portable jump starter, 12000mAh, 1000A peak, USB charging, LED",55000.00,15,Car Accessories,products/p371.jpg
372,Car Vacuum Cleaner 12V,"12V portable car vacuum, 120W, wet/dry, 5m cord, HEPA filter",18000.00,25,Car Accessories,products/p372.jpg
373,Tire Pressure Gauge Digital,"Digital tire pressure gauge, 0-100 PSI, LCD display, backlit",8500.00,35,Car Accessories,products/p373.jpg
374,Car USB Charger Dual,"Dual USB car charger, 36W total, fast charge 3.0, compact design",5500.00,50,Car Accessories,products/p374.jpg
375,Car Floor Mats Rubber,"Universal rubber floor mats, 4-piece set, waterproof, easy clean",12000.00,30,Car Accessories,products/p375.jpg
376,Car Steering Wheel Cover,"Leather steering wheel cover, 37-38cm, anti-slip, black/brown/red",8500.00,40,Car Accessories,products/p376.jpg
377,Car Reverse Camera,"Backup camera, 170° wide angle, night vision, waterproof, universal",22000.00,20,Car Accessories,products/p377.jpg
378,Car Bluetooth FM Transmitter,"Bluetooth 5.0 FM transmitter, USB charging, hands-free, LCD display",12000.00,30,Car Accessories,products/p378.jpg
379,Car Wax Polish 500ml,"Car wax polish, 500ml, UV protection, deep shine, easy application",8500.00,35,Car Accessories,products/p379.jpg
380,Car Sunshade Windshield,"Foldable windshield sunshade, 130x60cm, UV protection, reflective",5500.00,45,Car Accessories,products/p380.jpg
381,Car First Aid Kit,"25-piece car first aid kit, reflective triangle, fire extinguisher",18000.00,20,Car Accessories,products/p381.jpg
382,Car Seat Cushion Memory Foam,"Memory foam seat cushion, non-slip, lumbar support, universal fit",18000.00,25,Car Accessories,products/p382.jpg
383,Car Organizer Trunk,"Trunk organizer, 3 compartments, foldable, non-slip bottom, black",12000.00,30,Car Accessories,products/p383.jpg
384,Car Tyre Inflator 12V,"12V portable tyre inflator, digital display, auto shut-off, 150PSI",22000.00,20,Car Accessories,products/p384.jpg
385,Car Wash Shampoo 1L,"Car wash shampoo, 1L, pH neutral, high foam, streak-free shine",5500.00,40,Car Accessories,products/p385.jpg
386,Car GPS Navigator 7in,"7in GPS navigator, offline maps Africa, voice guidance, speed camera",65000.00,12,Car Accessories,products/p386.jpg
387,Bic Ballpoint Pens 50-Pack,"Blue/black/red ballpoint pens, 50-pack, smooth writing, 1.0mm",5500.00,100,Books & Stationery,products/p387.jpg
388,A4 Printing Paper 500 Sheets,"80gsm A4 printing paper, 500 sheets, bright white, for all printers",5000.00,80,Books & Stationery,https://covers.openlibrary.org/b/id/12707846-L.jpg
389,Spiral Notebook A4 200 Pages,"A4 spiral notebook, 200 pages, ruled, hard cover, multiple colors",3500.00,90,Books & Stationery,products/p389.jpg
390,Scientific Calculator Casio,"Casio FX-991EX, 552 functions, natural display, solar+battery",18000.00,40,Books & Stationery,products/p390.jpg
391,Geometry Set 9-Piece,"9-piece geometry set, compass + ruler + protractor + set squares",3500.00,80,Books & Stationery,https://covers.openlibrary.org/b/id/12760924-L.jpg
392,Highlighter Set 6 Colors,"Chisel tip highlighters, 6 colors, water-based, non-toxic, bright",4500.00,70,Books & Stationery,https://covers.openlibrary.org/b/id/7205924-L.jpg
393,Stapler Heavy Duty,"Heavy duty stapler, 25 sheets capacity, with 1000 staples, metal",8500.00,35,Books & Stationery,products/p393.jpg
394,Sticky Notes 3x3 12-Pack,"Sticky notes, 3x3 inch, 12 pads x 100 sheets, multi-color",5500.00,60,Books & Stationery,https://covers.openlibrary.org/b/id/739614-L.jpg
395,File Folder A4 10-Pack,"A4 file folders, 10-pack, cardboard, assorted colors, for documents",3500.00,70,Books & Stationery,products/p395.jpg
396,Whiteboard Marker Set 8,"Dry-erase whiteboard markers, 8 colors, chisel tip, low odor",4500.00,55,Books & Stationery,products/p396.jpg
397,Pencil Case Large,"Large pencil case, 3 compartments, zipper, for students, multi-color",5500.00,60,Books & Stationery,https://covers.openlibrary.org/b/id/12736044-L.jpg
398,Ruler 30cm Metal,"Stainless steel ruler, 30cm, metric + imperial, non-slip backing",2500.00,80,Books & Stationery,products/p398.jpg
399,Correction Fluid 20ml,"White correction fluid, 20ml, fast-dry, smooth application, 3-pack",3000.00,70,Books & Stationery,products/p399.jpg
400,Index Cards 200pcs,"Blank index cards, 200 pieces, 4x6 inch, white, for notes/flashcards",3500.00,60,Books & Stationery,https://covers.openlibrary.org/b/id/805448-L.jpg
401,Clipboard A4 Hardboard,"A4 hardboard clipboard, low-profile clip, for office/school/field",4500.00,45,Books & Stationery,products/p401.jpg
402,Scissors Stainless 21cm,"Stainless steel scissors, 21cm, sharp, ergonomic handle, multi-use",3500.00,55,Books & Stationery,products/p402.jpg
403,Glue Stick 40g 6-Pack,"Glue sticks, 40g each, 6-pack, washable, non-toxic, for school",4500.00,65,Books & Stationery,products/p403.jpg
404,Lever Arch File A4,"A4 lever arch file, 75mm spine, 500 sheet capacity, assorted colors",4500.00,50,Books & Stationery,products/p404.jpg
405,Pencil HB 12-Pack,"HB pencils, 12-pack, pre-sharpened, hexagonal barrel, for school",3000.00,80,Books & Stationery,products/p405.jpg
406,Eraser Set 10-Pack,"White vinyl erasers, 10-pack, smudge-free, for pencil and ink",2500.00,90,Books & Stationery,https://covers.openlibrary.org/b/id/193887-L.jpg
407,Casio G-Shock GA-2100,"Digital-analog watch, shock resistant, 200m water resistant, black",85000.00,20,Jewelry & Watches,products/p407.jpg
408,Fossil Gen 6 Smartwatch,"Smartwatch, 44mm, AMOLED, Wear OS, heart rate, GPS, leather strap",280000.00,10,Jewelry & Watches,products/p408.jpg
409,Seiko 5 Automatic Watch,"Automatic watch, 38mm, stainless steel, 100m water resistant, classic",180000.00,12,Jewelry & Watches,products/p409.jpg
410,Casio Edifice EFR-539,"Chronograph watch, stainless steel, 100m water resistant, elegant",95000.00,15,Jewelry & Watches,products/p410.jpg
411,Women Rose Gold Watch,"Rose gold case, mesh strap, quartz, 36mm, water resistant, elegant",45000.00,25,Jewelry & Watches,products/p411.jpg
412,Men Stainless Steel Bracelet,"Stainless steel chain bracelet, 21cm, silver/gold, magnetic clasp",8500.00,50,Jewelry & Watches,products/p412.jpg
413,Women Pearl Necklace,"Freshwater pearl necklace, 45cm, sterling silver clasp, gift box",22000.00,20,Jewelry & Watches,products/p413.jpg
414,Men Leather Bracelet Set,"Leather bracelet set, 3-piece, adjustable, brown/black, casual",6500.00,45,Jewelry & Watches,products/p414.jpg
415,Women Gold Hoop Earrings,"18K gold-plated hoop earrings, 30mm diameter, hypoallergenic",8500.00,40,Jewelry & Watches,products/p415.jpg
416,Men Signet Ring Stainless,"Stainless steel signet ring, sizes 18-22mm, silver/gold, polished",6500.00,35,Jewelry & Watches,products/p416.jpg
417,Women Crystal Pendant Necklace,"Crystal pendant necklace, 45cm chain, silver/gold, gift box",12000.00,30,Jewelry & Watches,products/p417.jpg
418,Couple Matching Watches Set,"Matching watches set, his & hers, quartz, leather strap, gift box",55000.00,15,Jewelry & Watches,products/p418.jpg
419,Women Charm Bracelet,"Sterling silver charm bracelet, 5 charms, adjustable, gift box",18000.00,25,Jewelry & Watches,products/p419.jpg
420,Men Titanium Ring,"Titanium ring, comfort fit, sizes 18-24mm, brushed finish, durable",8500.00,30,Jewelry & Watches,products/p420.jpg
421,Women Anklet Gold,"18K gold-plated anklet, 25cm adjustable, delicate chain, elegant",5500.00,40,Jewelry & Watches,products/p421.jpg
422,Men Watch Box 6-Slot,"6-slot watch box, glass lid, velvet interior, lock, display case",18000.00,20,Jewelry & Watches,products/p422.jpg
423,Women Jewelry Set 5-Piece,"Necklace + earrings + bracelet + ring + anklet set, silver/gold",22000.00,25,Jewelry & Watches,products/p423.jpg
424,Garmin Forerunner 55,"GPS running watch, heart rate, 20hr battery, sleep tracking, 5ATM",280000.00,8,Jewelry & Watches,products/p424.jpg
425,Apple Watch SE 2nd Gen,"40mm, OLED, heart rate, crash detection, swim-proof, GPS",480000.00,7,Jewelry & Watches,products/p425.jpg
426,Samsung Galaxy Watch 6,"40mm, AMOLED, BIA sensor, sleep coaching, 5ATM, Wear OS",380000.00,8,Jewelry & Watches,products/p426.jpg
427,PlayStation 5 Console,"PS5 disc edition, 825GB SSD, 4K gaming, DualSense controller, HDMI 2.1",950000.00,5,Gaming & Electronics,products/p427.jpg
428,Xbox Series X,"1TB SSD, 4K 120fps, Quick Resume, Game Pass ready, HDMI 2.1",880000.00,5,Gaming & Electronics,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Xbox_Series_X_S_color.svg/330px-Xbox_Series_X_S_color.svg.png
429,Nintendo Switch OLED,"7in OLED screen, 64GB, Joy-Con controllers, dock, handheld/TV mode",480000.00,8,Gaming & Electronics,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Nintendo_Switch_logo.svg/330px-Nintendo_Switch_logo.svg.png
430,PS5 DualSense Controller,"Wireless controller, haptic feedback, adaptive triggers, USB-C",85000.00,15,Gaming & Electronics,products/p430.jpg
431,Xbox Wireless Controller,"Wireless controller, textured grip, USB-C, 40hr battery, multi-color",65000.00,18,Gaming & Electronics,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Microsoft-Xbox-One-controller.jpg/330px-Microsoft-Xbox-One-controller.jpg
432,Gaming Headset HyperX Cloud II,"7.1 surround sound, 53mm drivers, noise-cancelling mic, USB/3.5mm",85000.00,15,Gaming & Electronics,products/p432.jpg
433,Gaming Monitor 27in 144Hz,"27in FHD IPS, 144Hz, 1ms, AMD FreeSync, HDMI+DP, for gaming",280000.00,10,Gaming & Electronics,products/p433.jpg
434,Gaming Chair RGB,"Ergonomic gaming chair, lumbar support, adjustable armrests, RGB LED",180000.00,8,Gaming & Electronics,products/p434.jpg
435,Mechanical Keyboard Gaming,"RGB mechanical keyboard, blue switches, TKL layout, USB-C, anti-ghost",85000.00,12,Gaming & Electronics,products/p435.jpg
436,Gaming Mouse 16000 DPI,"Wired gaming mouse, 16000 DPI, 7 buttons, RGB, ergonomic, 1000Hz",35000.00,20,Gaming & Electronics,products/p436.jpg
437,Nintendo Switch Games Bundle,"Mario Kart 8 + Zelda BOTW + Animal Crossing, digital codes",95000.00,10,Gaming & Electronics,products/p437.jpg
438,PS5 Game FIFA 24,"FIFA 24 for PS5, 4K 60fps, HyperMotion V, Ultimate Team, disc",45000.00,20,Gaming & Electronics,products/p438.jpg
439,Xbox Game Pass 3 Months,"3-month Xbox Game Pass Ultimate, 100+ games, cloud gaming, code",28000.00,30,Gaming & Electronics,products/p439.jpg
440,Razer Kraken Headset,"Wired gaming headset, 50mm drivers, cooling gel ear cushions, 3.5mm",65000.00,15,Gaming & Electronics,products/p440.jpg
441,Gaming Desk 140cm,"140x60cm gaming desk, cable management, cup holder, headset hook",95000.00,8,Gaming & Electronics,products/p441.jpg
442,Capture Card 4K,"4K HDMI capture card, USB 3.0, for streaming/recording, plug-and-play",55000.00,12,Gaming & Electronics,products/p442.jpg
443,VR Headset Meta Quest 2,"128GB standalone VR headset, 6DOF, hand tracking, 2hr battery",480000.00,5,Gaming & Electronics,products/p443.jpg
444,Gaming Router WiFi 6,"AX5400 gaming router, 2.5G port, QoS, MU-MIMO, low latency",180000.00,8,Gaming & Electronics,products/p444.jpg
445,SSD 500GB NVMe,"500GB NVMe M.2 SSD, 3500MB/s read, PCIe 3.0, for gaming PC upgrade",85000.00,15,Gaming & Electronics,products/p445.jpg
446,RAM 32GB DDR4 Gaming,"32GB (2x16GB) DDR4 3600MHz, RGB, CL18, for gaming PC, Intel/AMD",95000.00,10,Gaming & Electronics,products/p446.jpg
447,Streaming Microphone USB,"USB condenser microphone, cardioid, for streaming/podcast, RGB stand",65000.00,12,Gaming & Electronics,products/p447.jpg
448,Gaming Mousepad XL,"XL gaming mousepad, 900x400mm, stitched edges, non-slip rubber base",12000.00,25,Gaming & Electronics,products/p448.jpg
449,Controller Charging Dock,"Dual controller charging dock for PS5/Xbox, LED indicator, USB-C",18000.00,20,Gaming & Electronics,products/p449.jpg
450,Portable Gaming Console,"Handheld gaming console, 3.5in screen, 10000 games built-in, HDMI out",45000.00,15,Gaming & Electronics,products/p450.jpg
451,Gaming Glasses Anti-Blue,"Anti-blue light gaming glasses, UV400, clear lens, reduces eye strain",8500.00,30,Gaming & Electronics,products/p451.jpg
452,Samsung Galaxy A14,"Affordable smartphone with a 6.6-inch display, long-lasting 5000mAh battery, and a 50MP camera for clear photos. Ideal for everyday use.",180000.00,15,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Samsung_Galaxy_A14_5G_2023_model_%28cropped%29.jpg/330px-Samsung_Galaxy_A14_5G_2023_model_%28cropped%29.jpg
453,iPhone 11,"Powerful Apple smartphone with A13 Bionic chip, dual-camera system, and smooth iOS performance. Great for photos, videos, and gaming.",420000.00,10,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/IPhone_11_White.svg/330px-IPhone_11_White.svg.png
454,Tecno Spark 10,"Budget-friendly device with stylish design, strong battery life, and good performance for social media and daily tasks.",140000.00,20,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/2/27/Back_of_Spark_10_Pro.png
455,Infinix Hot 30,Large display smartphone with strong battery and smooth performance for entertainment.,150000.00,18,Smartphones & Tablets,placeholder.jpg
456,iPhone 13,"High-end smartphone with A15 chip, dual-camera system, and excellent battery performance.",650000.00,8,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/IPhone_13_vector.svg/330px-IPhone_13_vector.svg.png
457,Samsung Galaxy S21,"Flagship phone with premium display, powerful processor, and high-quality camera.",720000.00,7,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/GalaxyS21.png/330px-GalaxyS21.png
458,Redmi Note 12,"Mid-range phone with AMOLED display, fast charging, and efficient performance.",250000.00,12,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Redmi_Note_12_front.jpg/330px-Redmi_Note_12_front.jpg
459,Huawei Y9,"Stylish smartphone with large screen, good battery life, and decent camera.",210000.00,10,Smartphones & Tablets,placeholder.jpg
460,Nokia G21,Durable smartphone with long battery life and clean Android interface.,190000.00,14,Smartphones & Tablets,placeholder.jpg
461,Oppo A57,Smooth performance smartphone with elegant design and fast charging.,230000.00,16,Smartphones & Tablets,placeholder.jpg
462,iPad 9th Gen,Versatile Apple tablet with Retina display and strong performance for work and entertainment.,550000.00,6,Smartphones & Tablets,placeholder.jpg
463,Samsung Tab A8,Affordable tablet with large display and long battery life.,300000.00,9,Smartphones & Tablets,placeholder.jpg
464,Lenovo Tab M10,Reliable tablet with HD display suitable for family and educational use.,280000.00,11,Smartphones & Tablets,placeholder.jpg
465,iPhone XR,"Balanced iPhone with Face ID, solid performance, and quality camera.",350000.00,13,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/IPhone_XR_Blue.svg/330px-IPhone_XR_Blue.svg.png
466,Tecno Camon 20,Camera-focused smartphone with modern design and good performance.,200000.00,17,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/d/d2/Camon_20_Premier_5G.png
467,Infinix Note 30,Powerful mid-range phone with fast charging and large display.,220000.00,19,Smartphones & Tablets,placeholder.jpg
468,Samsung Galaxy A24,Reliable smartphone with vibrant display and strong battery life.,270000.00,15,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/%EC%82%BC%EC%84%B1_%EA%B0%A4%EB%9F%AD%EC%8B%9C_A24.jpg/330px-%EC%82%BC%EC%84%B1_%EA%B0%A4%EB%9F%AD%EC%8B%9C_A24.jpg
469,Redmi 10C,Affordable smartphone with long battery and decent performance.,170000.00,18,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Front_of_Redmi_10C.jpg/330px-Front_of_Redmi_10C.jpg
470,Oppo Reno 8,Premium smartphone with excellent camera and sleek design.,480000.00,7,Smartphones & Tablets,placeholder.jpg
471,iPhone 12,5G-enabled iPhone with OLED display and powerful A14 chip.,600000.00,9,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/IPhone_12_Blue.svg/330px-IPhone_12_Blue.svg.png
472,Samsung Galaxy S22,Compact flagship phone with powerful processor and pro camera.,850000.00,6,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/SamsungGalaxyS22Series.png/330px-SamsungGalaxyS22Series.png
473,Huawei P30,Smartphone known for excellent photography and zoom features.,400000.00,8,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Huawei_P30_Pro.jpg/330px-Huawei_P30_Pro.jpg
474,Tecno Spark 9,Entry-level smartphone with large display and basic performance.,130000.00,20,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/7/74/Back_of_Spark_9_Pro.png
475,Infinix Smart 7,Budget phone with simple interface and strong battery life.,120000.00,22,Smartphones & Tablets,placeholder.jpg
476,Nokia C21,Basic smartphone with durable design and reliable performance.,110000.00,18,Smartphones & Tablets,placeholder.jpg
477,Oppo A16,Stylish smartphone with smooth performance and long battery life.,200000.00,16,Smartphones & Tablets,placeholder.jpg
478,Redmi Note 11,Mid-range phone with AMOLED screen and solid battery life.,230000.00,14,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Redmi_Note_11_Pro_%28Star_Blue%29.png/330px-Redmi_Note_11_Pro_%28Star_Blue%29.png
479,Samsung A32,Well-balanced smartphone with good camera and performance.,260000.00,13,Smartphones & Tablets,placeholder.jpg
480,iPad Pro,"High-end tablet with powerful chip, large display, and pro features.",1200000.00,5,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Wikipedia_on_iPad_Pro.jpg/330px-Wikipedia_on_iPad_Pro.jpg
481,Samsung Tab S6,Premium tablet with stylus support and strong performance.,700000.00,7,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/7/73/Samsung_Galaxy_Tab_S6.png
482,Lenovo Tab P11,Mid-range tablet with large display and good multitasking ability.,350000.00,10,Smartphones & Tablets,placeholder.jpg
483,iPhone SE,Compact iPhone with powerful chip and classic design.,300000.00,9,Smartphones & Tablets,placeholder.jpg
484,Tecno Phantom X,Premium smartphone with advanced camera and elegant design.,500000.00,6,Smartphones & Tablets,placeholder.jpg
485,Infinix Zero 20,High-performance phone with excellent camera and smooth experience.,450000.00,8,Smartphones & Tablets,placeholder.jpg
486,Oppo Find X3,Flagship smartphone with premium build and top performance.,900000.00,5,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/OPPO_find_x3_front.jpg/330px-OPPO_find_x3_front.jpg
487,Redmi K50,High-performance phone ideal for gaming and multitasking.,600000.00,7,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Redmi_K50.jpg/330px-Redmi_K50.jpg
488,Samsung Z Flip,Foldable smartphone with innovative design and flagship features.,1300000.00,4,Smartphones & Tablets,placeholder.jpg
489,iPhone 14,Advanced iPhone with improved camera and performance.,950000.00,5,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/IPhone_14_vector.svg/330px-IPhone_14_vector.svg.png
490,Huawei Mate 40,Premium smartphone with powerful chipset and elegant design.,800000.00,6,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/HUAWEI_Mate_40_Pro_front.png/330px-HUAWEI_Mate_40_Pro_front.png
491,Nokia X20,Durable smartphone with clean Android and reliable usage.,320000.00,9,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Nokia_mobile_phones.jpg/330px-Nokia_mobile_phones.jpg
492,Tecno Pop 7,Entry-level smartphone with long battery life and simple features.,100000.00,25,Smartphones & Tablets,placeholder.jpg
493,Infinix Hot 12,Affordable phone with large display and decent performance.,150000.00,21,Smartphones & Tablets,placeholder.jpg
494,Oppo A77,Stylish smartphone with smooth operation and strong battery.,270000.00,15,Smartphones & Tablets,placeholder.jpg
495,Redmi A1,Budget-friendly smartphone with simple interface.,120000.00,20,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Redmi_A1_front.jpg/330px-Redmi_A1_front.jpg
496,Samsung A04,Affordable Samsung phone with reliable battery and usability.,140000.00,18,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Samsung_Galaxy_A04e_back_side%2C_with_the_copper_color.jpg/330px-Samsung_Galaxy_A04e_back_side%2C_with_the_copper_color.jpg
497,iPad Mini,Compact tablet with powerful performance and portability.,650000.00,6,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/IPad_Mini.png/330px-IPad_Mini.png
498,Samsung Tab S8,Premium tablet with high performance and productivity tools.,1100000.00,5,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Galaxy_Tab_S8.png/330px-Galaxy_Tab_S8.png
499,Lenovo Tab K10,Reliable tablet with HD display and smooth performance.,290000.00,8,Smartphones & Tablets,placeholder.jpg
500,Huawei MatePad,Sleek tablet with strong performance and modern features.,500000.00,7,Smartphones & Tablets,placeholder.jpg
501,iPhone 15,Latest Apple smartphone with advanced features and improved camera.,1200000.00,4,Smartphones & Tablets,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/IPhone_15_Vector.svg/330px-IPhone_15_Vector.svg.png
502,"Dell Inspiron 14 7420, i5, 8GB","14-inch laptop with Intel i5 12th Gen, 8GB RAM, 512GB SSD, compact and portable for students and office use.",1150000.00,15,Laptops & Computers,placeholder.jpg
503,"HP Omen 16, i7, 16GB RAM","Gaming laptop with 16-inch QHD display, Intel i7 12700H, NVIDIA RTX 4060, built for smooth gaming and streaming.",1900000.00,10,Laptops & Computers,placeholder.jpg
504,"Lenovo Yoga 9i, i7, 16GB","Premium convertible laptop with 14-inch 4K touch display, Intel i7 1260P, 16GB RAM, ideal for productivity and creativity.",1950000.00,10,Laptops & Computers,placeholder.jpg
505,"Asus ROG Strix G15, Ryzen 9, 16GB","High-performance gaming laptop with 15.6-inch FHD 165Hz display, AMD Ryzen 9 7940HS, NVIDIA RTX 4060, for gamers and creators.",2000000.00,10,Laptops & Computers,placeholder.jpg
506,"Acer Aspire 5, i5, 8GB","Budget-friendly laptop with 15.6-inch FHD display, Intel i5 12th Gen, 8GB RAM, 512GB SSD, suitable for students and office tasks.",650000.00,20,Laptops & Computers,placeholder.jpg
507,"MSI Stealth 15M, i7, 16GB","Slim gaming laptop with 15.6-inch FHD display, Intel i7 12700H, NVIDIA RTX 4060, built for performance on the go.",1850000.00,10,Laptops & Computers,placeholder.jpg
508,"MacBook Pro 16-inch M2 Max, 1TB","Powerful Apple laptop with 16-inch Liquid Retina XDR, M2 Max chip, 1TB SSD, designed for professional video editing and software development.",5200000.00,5,Laptops & Computers,placeholder.jpg
509,"Lenovo Legion 7i 16, i9, 32GB RAM","Flagship gaming laptop with 16-inch QHD display, Intel i9 12900HK, 32GB RAM, NVIDIA RTX 4080, ideal for gamers and creators.",3500000.00,5,Laptops & Computers,placeholder.jpg
510,"HP Elite Dragonfly, i7, 16GB","Business ultrabook with 13.5-inch touch display, Intel i7 12th Gen, 16GB RAM, lightweight and stylish for corporate use.",2700000.00,8,Laptops & Computers,placeholder.jpg
511,"Asus ZenBook 14 OLED, Ryzen 7, 16GB","Sleek ultrabook with 14-inch OLED display, AMD Ryzen 7 6800H, 16GB RAM, 512GB SSD, great for students and professionals.",1450000.00,12,Laptops & Computers,placeholder.jpg
512,"Dell Alienware x17 R2, i9, 32GB","Premium gaming laptop with 17.3-inch FHD display, Intel i9 12900HK, NVIDIA RTX 4090, high-end gaming performance.",4500000.00,5,Laptops & Computers,placeholder.jpg
513,"Acer Predator Triton 500, i7, 16GB","Gaming laptop with 15.6-inch 165Hz display, Intel i7 12700H, NVIDIA RTX 4060, compact and portable for gamers.",2100000.00,10,Laptops & Computers,placeholder.jpg
514,"Lenovo ThinkBook 15, i5, 8GB","Professional laptop with 15.6-inch FHD display, Intel i5 12th Gen, 8GB RAM, 256GB SSD, perfect for office work and students.",950000.00,15,Laptops & Computers,placeholder.jpg
515,"HP Pavilion 14, i5, 8GB","Lightweight 14-inch laptop with Intel i5 12th Gen, 8GB RAM, 512GB SSD, suitable for daily tasks and study.",900000.00,20,Laptops & Computers,placeholder.jpg
516,"Asus TUF Gaming F15, i7, 16GB","Durable gaming laptop with 15.6-inch FHD display, Intel i7 12700H, NVIDIA RTX 4060, built for high-performance gaming.",1750000.00,12,Laptops & Computers,placeholder.jpg
517,"Mac Mini M2 Ultra, 2TB SSD","Compact desktop with Apple M2 Ultra chip, 2TB SSD, perfect for professional video editing, development, and office use.",3200000.00,5,Laptops & Computers,placeholder.jpg
518,"Dell Latitude 5430, i5, 16GB RAM","Business laptop with 14-inch FHD display, Intel i5 12th Gen, 16GB RAM, 512GB SSD, ideal for professionals and corporate work.",1350000.00,12,Laptops & Computers,placeholder.jpg
519,"Lenovo IdeaPad Flex 5, Ryzen 5, 16GB","2-in-1 convertible laptop with 14-inch touch display, AMD Ryzen 5 6600U, 16GB RAM, 512GB SSD, great for students and creatives.",1200000.00,15,Laptops & Computers,placeholder.jpg
520,"Acer Swift 3, Ryzen 7, 16GB","Lightweight ultrabook with 14-inch display, AMD Ryzen 7, 16GB RAM, 512GB SSD, ideal for portability and productivity.",1050000.00,15,Laptops & Computers,placeholder.jpg
521,"Asus ROG Flow X13, Ryzen 9, 32GB","Convertible gaming laptop with 13.4-inch touchscreen, AMD Ryzen 9 7940HS, NVIDIA RTX 4070, perfect for gamers and creators.",3200000.00,5,Laptops & Computers,placeholder.jpg
522,"HP Spectre x360 13, i7, 16GB","Premium 13-inch convertible laptop with Intel i7 12th Gen, 16GB RAM, 512GB SSD, ideal for productivity and portability.",1700000.00,10,Laptops & Computers,placeholder.jpg
523,"Dell G3 15, i5, 8GB RAM","Gaming laptop with 15.6-inch FHD display, Intel i5 12500H, 8GB RAM, NVIDIA RTX 3050, great for casual gaming.",1050000.00,12,Laptops & Computers,placeholder.jpg
524,"Lenovo Legion 5 15, Ryzen 7, 16GB","Gaming laptop with 15.6-inch FHD display, AMD Ryzen 7 6800H, NVIDIA RTX 4060, perfect for gamers and content creators.",1800000.00,10,Laptops & Computers,placeholder.jpg
525,"Asus ExpertBook B9, i7, 16GB","Ultra-lightweight business laptop with 14-inch FHD display, Intel i7 12th Gen, 16GB RAM, 1TB SSD, ideal for corporate travel.",2500000.00,8,Laptops & Computers,placeholder.jpg
526,"MacBook Pro 13-inch M2, 256GB","Compact Apple laptop with M2 chip, 13-inch Retina display, 256GB SSD, perfect for students and professionals.",2100000.00,10,Laptops & Computers,placeholder.jpg
527,"HP EliteBook 840 G9, i7, 16GB","Business ultrabook with 14-inch FHD display, Intel i7 12th Gen, 16GB RAM, 512GB SSD, ideal for professional office use.",2400000.00,8,Laptops & Computers,placeholder.jpg
